# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
1.922821477481e-03,4.839461249116e-08,1.625145454936e+00,9.999496629166e-01,1.318537123743e-08
1.927589228796e-03,4.875549888272e-08,1.625145454883e+00,9.999494129785e-01,1.331663437286e-08
1.932368802036e-03,4.911907351267e-08,1.625145454829e+00,9.999491618024e-01,1.344920211005e-08
1.937160226515e-03,4.948536467424e-08,1.625145454774e+00,9.999489093736e-01,1.358309346250e-08
1.941963531619e-03,4.985438397909e-08,1.625145454719e+00,9.999486556950e-01,1.371831528233e-08
1.946778746806e-03,5.022615478605e-08,1.625145454664e+00,9.999484007570e-01,1.385488301937e-08
1.951605901608e-03,5.060070066809e-08,1.625145454608e+00,9.999481445505e-01,1.399281232461e-08
1.956445025631e-03,5.097803616672e-08,1.625145454551e+00,9.999478870753e-01,1.413211221404e-08
1.961296148552e-03,5.135818791772e-08,1.625145454494e+00,9.999476283192e-01,1.427280064207e-08
1.966159300123e-03,5.174117454585e-08,1.625145454436e+00,9.999473682783e-01,1.441488967600e-08
1.971034510171e-03,5.212701364903e-08,1.625145454378e+00,9.999471069498e-01,1.455839062055e-08
1.975921808595e-03,5.251573527629e-08,1.625145454319e+00,9.999468443184e-01,1.470332407222e-08
1.980821225369e-03,5.290735286827e-08,1.625145454260e+00,9.999465803858e-01,1.484969828321e-08
1.985732790541e-03,5.330188929744e-08,1.625145454200e+00,9.999463151442e-01,1.499752854347e-08
1.990656534234e-03,5.369937190494e-08,1.625145454139e+00,9.999460485815e-01,1.514683353667e-08
1.995592486645e-03,5.409981496516e-08,1.625145454078e+00,9.999457806989e-01,1.529762215622e-08
2.000540678047e-03,5.450324555167e-08,1.625145454016e+00,9.999455114848e-01,1.544991293509e-08
2.005501138786e-03,5.490968580711e-08,1.625145453953e+00,9.999452409328e-01,1.560372073072e-08
2.010473899285e-03,5.531915322320e-08,1.625145453890e+00,9.999449690411e-01,1.575905688761e-08
2.015458990043e-03,5.573167846868e-08,1.625145453827e+00,9.999446957951e-01,1.591594277134e-08
2.020456441632e-03,5.614727823857e-08,1.625145453762e+00,9.999444211941e-01,1.607438916413e-08
2.025466284703e-03,5.656597435699e-08,1.625145453697e+00,9.999441452324e-01,1.623441074955e-08
2.030488549981e-03,5.698779830612e-08,1.625145453631e+00,9.999438678949e-01,1.639602963752e-08
2.035523268267e-03,5.741276400612e-08,1.625145453565e+00,9.999435891843e-01,1.655925451740e-08
2.040570470439e-03,5.784089892214e-08,1.625145453498e+00,9.999433090895e-01,1.672410447416e-08
2.045630187452e-03,5.827222907555e-08,1.625145453431e+00,9.999430276015e-01,1.689059753329e-08
2.050702450337e-03,5.870677177295e-08,1.625145453362e+00,9.999427447197e-01,1.705874500887e-08
2.055787290202e-03,5.914455826611e-08,1.625145453293e+00,9.999424604301e-01,1.722856902238e-08
2.060884738234e-03,5.958560885241e-08,1.625145453224e+00,9.999421747294e-01,1.740008324711e-08
2.065994825694e-03,6.002994437100e-08,1.625145453153e+00,9.999418876140e-01,1.757330177292e-08
2.071117583922e-03,6.047760001746e-08,1.625145453082e+00,9.999415990666e-01,1.774824992423e-08
2.076253044337e-03,6.092859009300e-08,1.625145453010e+00,9.999413090902e-01,1.792493674194e-08
2.081401238435e-03,6.138294212353e-08,1.625145452938e+00,9.999410176750e-01,1.810338161158e-08
2.086562197789e-03,6.184068640096e-08,1.625145452865e+00,9.999407248090e-01,1.828360614794e-08
2.091735954052e-03,6.230183995858e-08,1.625145452791e+00,9.999404304928e-01,1.846562155266e-08
2.096922538954e-03,6.276643458769e-08,1.625145452716e+00,9.999401347132e-01,1.864945068255e-08
2.102121984305e-03,6.323449456646e-08,1.625145452641e+00,9.999398374642e-01,1.883511050528e-08
2.107334321992e-03,6.370604064679e-08,1.625145452564e+00,9.999395387433e-01,1.902261519535e-08
2.112559583984e-03,6.418110877411e-08,1.625145452487e+00,9.999392385339e-01,1.921199104357e-08
2.117797802327e-03,6.465971692536e-08,1.625145452410e+00,9.999389368363e-01,1.940325006907e-08
2.123049009147e-03,6.514189149168e-08,1.625145452331e+00,9.999386336432e-01,1.959641100191e-08
2.128313236649e-03,6.562766746082e-08,1.625145452252e+00,9.999383289392e-01,1.979149951541e-08
2.133590517120e-03,6.611706149450e-08,1.625145452172e+00,9.999380227265e-01,1.998852660334e-08
2.138880882924e-03,6.661010587246e-08,1.625145452091e+00,9.999377149925e-01,2.018751582885e-08
2.144184366509e-03,6.710682926496e-08,1.625145452009e+00,9.999374057284e-01,2.038848790409e-08
2.149501000399e-03,6.760725224790e-08,1.625145451927e+00,9.999370949330e-01,2.059145700644e-08
2.154830817202e-03,6.811141147649e-08,1.625145451844e+00,9.999367825901e-01,2.079645038042e-08
2.160173849606e-03,6.861932899978e-08,1.625145451760e+00,9.999364686976e-01,2.100348345284e-08
2.165530130379e-03,6.913102983213e-08,1.625145451675e+00,9.999361532505e-01,2.121257405860e-08
2.170899692373e-03,6.964655411846e-08,1.625145451589e+00,9.999358362301e-01,2.142375245173e-08
2.176282568517e-03,7.016591803961e-08,1.625145451502e+00,9.999355176400e-01,2.163702930775e-08
2.181678791827e-03,7.068915430452e-08,1.625145451415e+00,9.999351974685e-01,2.185242885732e-08
2.187088395396e-03,7.121629642216e-08,1.625145451326e+00,9.999348757036e-01,2.206997605905e-08
2.192511412402e-03,7.174736469318e-08,1.625145451237e+00,9.999345523455e-01,2.228968499741e-08
2.197947876104e-03,7.228239643479e-08,1.625145451147e+00,9.999342273789e-01,2.251158384919e-08
2.203397819845e-03,7.282141819928e-08,1.625145451056e+00,9.999339007985e-01,2.273569192901e-08
2.208861277048e-03,7.336445458521e-08,1.625145450964e+00,9.999335726011e-01,2.296202692702e-08
2.214338281222e-03,7.391154770979e-08,1.625145450871e+00,9.999332427675e-01,2.319062118296e-08
2.219828865956e-03,7.446271683680e-08,1.625145450777e+00,9.999329112996e-01,2.342148800265e-08
2.225333064925e-03,7.501799380761e-08,1.625145450682e+00,9.999325781880e-01,2.365465120898e-08
2.230850911885e-03,7.557741745483e-08,1.625145450587e+00,9.999322434170e-01,2.389014056633e-08
2.236382440679e-03,7.614100769308e-08,1.625145450490e+00,9.999319069884e-01,2.412796995462e-08
2.241927685230e-03,7.670880244529e-08,1.625145450393e+00,9.999315688878e-01,2.436816845153e-08
2.247486679548e-03,7.728083323565e-08,1.625145450294e+00,9.999312291068e-01,2.461075979555e-08
2.253059457727e-03,7.785712450290e-08,1.625145450194e+00,9.999308876433e-01,2.485576172808e-08
2.258646053943e-03,7.843771922579e-08,1.625145450094e+00,9.999305444790e-01,2.510320778982e-08
2.264246502460e-03,7.902264126959e-08,1.625145449992e+00,9.999301996128e-01,2.535311530099e-08
2.269860837626e-03,7.961192097881e-08,1.625145449890e+00,9.999298530380e-01,2.560550710390e-08
2.275489093873e-03,8.020560303581e-08,1.625145449786e+00,9.999295047353e-01,2.586041839130e-08
2.281131305719e-03,8.080370684588e-08,1.625145449682e+00,9.999291547079e-01,2.611786270918e-08
2.286787507768e-03,8.140627087206e-08,1.625145449576e+00,9.999288029425e-01,2.637786999323e-08
2.292457734710e-03,8.201333211953e-08,1.625145449469e+00,9.999284494271e-01,2.664046900380e-08
2.298142021320e-03,8.262491475552e-08,1.625145449362e+00,9.999280941613e-01,2.690567742184e-08
2.303840402460e-03,8.324106256803e-08,1.625145449253e+00,9.999277371276e-01,2.717352996728e-08
2.309552913078e-03,8.386180451490e-08,1.625145449143e+00,9.999273783215e-01,2.744404854608e-08
2.315279588210e-03,8.448716973079e-08,1.625145449032e+00,9.999270177389e-01,2.771725521225e-08
2.321020462976e-03,8.511720754986e-08,1.625145448920e+00,9.999266553579e-01,2.799318973235e-08
2.326775572586e-03,8.575193849969e-08,1.625145448807e+00,9.999262911821e-01,2.827186671626e-08
2.332544952336e-03,8.639140091794e-08,1.625145448692e+00,9.999259251996e-01,2.855331638589e-08
2.338328637609e-03,8.703563784364e-08,1.625145448577e+00,9.999255573948e-01,2.883757318997e-08
2.344126663877e-03,8.768467304770e-08,1.625145448460e+00,9.999251877687e-01,2.912465461854e-08
2.349939066700e-03,8.833855106544e-08,1.625145448342e+00,9.999248163050e-01,2.941459653730e-08
2.355765881724e-03,8.899730648127e-08,1.625145448223e+00,9.999244429957e-01,2.970742607620e-08
2.361607144686e-03,8.966096829515e-08,1.625145448103e+00,9.999240678379e-01,3.000316540882e-08
2.367462891410e-03,9.032958688428e-08,1.625145447982e+00,9.999236908108e-01,3.030185581143e-08
2.373333157810e-03,9.100318797400e-08,1.625145447859e+00,9.999233119146e-01,3.060351662017e-08
2.379217979888e-03,9.168180828026e-08,1.625145447735e+00,9.999229311404e-01,3.090817699397e-08
2.385117393736e-03,9.236549747588e-08,1.625145447610e+00,9.999225484685e-01,3.121587781223e-08
2.391031435535e-03,9.305427879645e-08,1.625145447484e+00,9.999221639018e-01,3.152663622252e-08
2.396960141555e-03,9.374819745204e-08,1.625145447357e+00,9.999217774248e-01,3.184048918935e-08
2.402903548158e-03,9.444729423389e-08,1.625145447228e+00,9.999213890260e-01,3.215746977893e-08
2.408861691795e-03,9.515159788162e-08,1.625145447098e+00,9.999209987039e-01,3.247760015431e-08
2.414834609006e-03,9.586115975837e-08,1.625145446966e+00,9.999206064387e-01,3.280092308026e-08
2.420822336424e-03,9.657601134661e-08,1.625145446834e+00,9.999202122271e-01,3.312746329890e-08
2.426824910772e-03,9.729618739840e-08,1.625145446700e+00,9.999198160634e-01,3.345724852574e-08
2.432842368864e-03,9.802174487121e-08,1.625145446564e+00,9.999194179236e-01,3.379032689687e-08
2.438874747604e-03,9.875270631072e-08,1.625145446428e+00,9.999190178123e-01,3.412671504208e-08
2.444922083990e-03,9.948911751751e-08,1.625145446290e+00,9.999186157153e-01,3.446645096221e-08
2.450984415109e-03,1.002310261199e-07,1.625145446150e+00,9.999182116169e-01,3.480957445394e-08
2.457061778142e-03,1.009784604566e-07,1.625145446010e+00,9.999178055177e-01,3.515610751748e-08
2.463154210362e-03,1.017314728087e-07,1.625145445867e+00,9.999173973985e-01,3.550609437102e-08
2.469261749133e-03,1.024901010242e-07,1.625145445724e+00,9.999169872525e-01,3.585956592247e-08
2.475384431914e-03,1.032543794855e-07,1.625145445579e+00,9.999165750756e-01,3.621654985251e-08
2.481522296254e-03,1.040243672238e-07,1.625145445432e+00,9.999161608442e-01,3.657709693854e-08
2.487675379797e-03,1.048000918399e-07,1.625145445284e+00,9.999157445600e-01,3.694122862463e-08
2.493843720280e-03,1.055815976556e-07,1.625145445135e+00,9.999153262117e-01,3.730898202303e-08
2.500027355535e-03,1.063689398205e-07,1.625145444984e+00,9.999149057793e-01,3.768040454575e-08
2.506226323483e-03,1.071621461157e-07,1.625145444832e+00,9.999144832650e-01,3.805551785270e-08
2.512440662146e-03,1.079612696601e-07,1.625145444678e+00,9.999140586512e-01,3.843436756464e-08
2.518670409634e-03,1.087663553285e-07,1.625145444522e+00,9.999136319267e-01,3.881699160353e-08
2.524915604155e-03,1.095774372637e-07,1.625145444365e+00,9.999132030892e-01,3.920341771270e-08
2.531176284011e-03,1.103945756946e-07,1.625145444207e+00,9.999127721160e-01,3.959369854478e-08
2.537452487598e-03,1.112178047281e-07,1.625145444046e+00,9.999123390051e-01,3.998786191322e-08
2.543744253410e-03,1.120471665491e-07,1.625145443885e+00,9.999119037487e-01,4.038594334560e-08
2.550051620032e-03,1.128827245705e-07,1.625145443721e+00,9.999114663219e-01,4.078799885416e-08
2.556374626148e-03,1.137245058416e-07,1.625145443556e+00,9.999110267293e-01,4.119404955304e-08
2.562713310538e-03,1.145725642259e-07,1.625145443390e+00,9.999105849540e-01,4.160414239638e-08
2.569067712077e-03,1.154269523431e-07,1.625145443222e+00,9.999101409809e-01,4.201832326636e-08
2.575437869736e-03,1.162877039386e-07,1.625145443052e+00,9.999096948093e-01,4.243661979132e-08
2.581823822583e-03,1.171548803642e-07,1.625145442880e+00,9.999092464177e-01,4.285908646331e-08
2.588225609784e-03,1.180285229259e-07,1.625145442707e+00,9.999087958001e-01,4.328575836934e-08
2.594643270600e-03,1.189086723542e-07,1.625145442531e+00,9.999083429513e-01,4.371667002724e-08
2.601076844392e-03,1.197953978005e-07,1.625145442355e+00,9.999078878442e-01,4.415188388053e-08
2.607526370616e-03,1.206887287182e-07,1.625145442176e+00,9.999074304827e-01,4.459142352499e-08
2.613991888828e-03,1.215887184976e-07,1.625145441996e+00,9.999069708525e-01,4.503533606985e-08
2.620473438681e-03,1.224954282835e-07,1.625145441814e+00,9.999065089335e-01,4.548367641210e-08
2.626971059925e-03,1.234088912472e-07,1.625145441630e+00,9.999060447272e-01,4.593647185764e-08
2.633484792412e-03,1.243291697753e-07,1.625145441444e+00,9.999055782132e-01,4.639377868348e-08
2.640014676090e-03,1.252563131263e-07,1.625145441256e+00,9.999051093812e-01,4.685564026026e-08
2.646560751006e-03,1.261903618246e-07,1.625145441067e+00,9.999046382277e-01,4.732209127242e-08
2.653123057308e-03,1.271313864720e-07,1.625145440875e+00,9.999041647268e-01,4.779319652185e-08
2.659701635242e-03,1.280794238720e-07,1.625145440682e+00,9.999036888784e-01,4.826898710416e-08
2.666296525156e-03,1.290345250978e-07,1.625145440487e+00,9.999032106715e-01,4.874950840613e-08
2.672907767495e-03,1.299967606654e-07,1.625145440290e+00,9.999027300813e-01,4.923482551383e-08
2.679535402807e-03,1.309661629755e-07,1.625145440090e+00,9.999022471113e-01,4.972496516990e-08
2.686179471738e-03,1.319427953463e-07,1.625145439889e+00,9.999017617425e-01,5.021998536041e-08
2.692840015037e-03,1.329267158078e-07,1.625145439686e+00,9.999012739598e-01,5.071993886672e-08
2.699517073553e-03,1.339179644999e-07,1.625145439481e+00,9.999007837618e-01,5.122486033287e-08
2.706210688237e-03,1.349166133940e-07,1.625145439274e+00,9.999002911237e-01,5.173481688370e-08
2.712920900140e-03,1.359227074326e-07,1.625145439065e+00,9.998997960409e-01,5.224984819062e-08
2.719647750416e-03,1.369362948882e-07,1.625145438853e+00,9.998992985067e-01,5.276999731404e-08
2.726391280322e-03,1.379574565664e-07,1.625145438640e+00,9.998987984905e-01,5.329534083573e-08
2.733151531215e-03,1.389862238784e-07,1.625145438424e+00,9.998982959984e-01,5.382590465675e-08
2.739928544556e-03,1.400226609545e-07,1.625145438207e+00,9.998977910127e-01,5.436174837168e-08
2.746722361909e-03,1.410668354850e-07,1.625145437987e+00,9.998972835133e-01,5.490293542917e-08
2.753533024940e-03,1.421187870272e-07,1.625145437765e+00,9.998967735010e-01,5.544950019066e-08
2.760360575419e-03,1.431785888246e-07,1.625145437540e+00,9.998962609522e-01,5.600151204663e-08
2.767205055219e-03,1.442462948174e-07,1.625145437314e+00,9.998957458577e-01,5.655902044668e-08
2.774066506317e-03,1.453219530613e-07,1.625145437085e+00,9.998952282126e-01,5.712206870145e-08
2.780944970796e-03,1.464056462926e-07,1.625145436854e+00,9.998947079875e-01,5.769073653608e-08
2.787840490841e-03,1.474974140447e-07,1.625145436621e+00,9.998941851842e-01,5.826505849479e-08
2.794753108741e-03,1.485973180042e-07,1.625145436385e+00,9.998936597887e-01,5.884509238356e-08
2.801682866893e-03,1.497054364872e-07,1.625145436147e+00,9.998931317757e-01,5.943091371815e-08
2.808629807796e-03,1.508218082459e-07,1.625145435907e+00,9.998926011482e-01,6.002255629550e-08
2.815593974056e-03,1.519465076827e-07,1.625145435664e+00,9.998920678840e-01,6.062009168922e-08
2.822575408385e-03,1.530795986683e-07,1.625145435419e+00,9.998915319688e-01,6.122358046941e-08
2.829574153599e-03,1.542211289009e-07,1.625145435171e+00,9.998909934000e-01,6.183306601688e-08
2.836590252622e-03,1.553711827810e-07,1.625145434921e+00,9.998904521493e-01,6.244863098455e-08
2.843623748484e-03,1.565298090411e-07,1.625145434668e+00,9.998899082137e-01,6.307032002210e-08
2.850674684322e-03,1.576970663180e-07,1.625145434413e+00,9.998893615836e-01,6.369818837607e-08
2.857743103378e-03,1.588730446003e-07,1.625145434156e+00,9.998888122278e-01,6.433232518748e-08
2.864829049004e-03,1.600577815890e-07,1.625145433895e+00,9.998882601518e-01,6.497276336228e-08
2.871932564657e-03,1.612513527123e-07,1.625145433633e+00,9.998877053349e-01,6.561957654572e-08
2.879053693904e-03,1.624538327853e-07,1.625145433367e+00,9.998871477575e-01,6.627283792558e-08
2.886192480419e-03,1.636652689248e-07,1.625145433099e+00,9.998865874192e-01,6.693259067017e-08
2.893348967983e-03,1.648857470896e-07,1.625145432828e+00,9.998860242930e-01,6.759892030129e-08
2.900523200488e-03,1.661153261887e-07,1.625145432555e+00,9.998854583710e-01,6.827188300514e-08
2.907715221934e-03,1.673540631615e-07,1.625145432279e+00,9.998848896468e-01,6.895153280395e-08
2.914925076428e-03,1.686020549349e-07,1.625145432000e+00,9.998843180867e-01,6.963796774800e-08
2.922152808190e-03,1.698593437546e-07,1.625145431718e+00,9.998837436952e-01,7.033122592474e-08
2.929398461546e-03,1.711260039648e-07,1.625145431434e+00,9.998831664547e-01,7.103138075678e-08
2.936662080935e-03,1.724021224255e-07,1.625145431147e+00,9.998825863394e-01,7.173851971792e-08
2.943943710905e-03,1.736877454221e-07,1.625145430856e+00,9.998820033516e-01,7.245268543433e-08
2.951243396113e-03,1.749829603463e-07,1.625145430563e+00,9.998814174659e-01,7.317396620810e-08
2.958561181329e-03,1.762878373470e-07,1.625145430267e+00,9.998808286687e-01,7.390243136031e-08
2.965897111433e-03,1.776024330497e-07,1.625145429969e+00,9.998802369561e-01,7.463813514136e-08
2.973251231416e-03,1.789268463987e-07,1.625145429667e+00,9.998796422956e-01,7.538117928513e-08
2.980623586381e-03,1.802611300322e-07,1.625145429362e+00,9.998790446866e-01,7.613161377988e-08
2.988014221543e-03,1.816053549849e-07,1.625145429054e+00,9.998784441160e-01,7.688950925902e-08
2.995423182229e-03,1.829596213551e-07,1.625145428743e+00,9.998778405519e-01,7.765496934013e-08
3.002850513878e-03,1.843239743191e-07,1.625145428429e+00,9.998772339992e-01,7.842803572457e-08
3.010296262041e-03,1.856985025545e-07,1.625145428112e+00,9.998766244340e-01,7.920879937216e-08
3.017760472384e-03,1.870832886056e-07,1.625145427791e+00,9.998760118370e-01,7.999734452226e-08
3.025243190685e-03,1.884783885319e-07,1.625145427468e+00,9.998753962067e-01,8.079372532411e-08
3.032744462836e-03,1.898839031791e-07,1.625145427141e+00,9.998747775122e-01,8.159804713634e-08
3.040264334840e-03,1.912998966923e-07,1.625145426811e+00,9.998741557472e-01,8.241037355100e-08
3.047802852820e-03,1.927264364833e-07,1.625145426477e+00,9.998735309035e-01,8.323077188109e-08
3.055360063007e-03,1.941636360712e-07,1.625145426141e+00,9.998729029430e-01,8.405936267293e-08
3.062936011750e-03,1.956115403271e-07,1.625145425801e+00,9.998722718728e-01,8.489618754305e-08
3.070530745514e-03,1.970702386735e-07,1.625145425457e+00,9.998716376711e-01,8.574133951992e-08
3.078144310876e-03,1.985398273043e-07,1.625145425111e+00,9.998710003124e-01,8.659491974936e-08
3.085776754530e-03,2.000203614321e-07,1.625145424760e+00,9.998703597976e-01,8.745698189433e-08
3.093428123287e-03,2.015119436661e-07,1.625145424407e+00,9.998697160977e-01,8.832763484461e-08
3.101098464072e-03,2.030146508690e-07,1.625145424049e+00,9.998690692003e-01,8.920695769885e-08
3.108787823927e-03,2.045285502039e-07,1.625145423689e+00,9.998684190998e-01,9.009501821876e-08
3.116496250012e-03,2.060537576292e-07,1.625145423324e+00,9.998677657593e-01,9.099194157746e-08
3.124223789602e-03,2.075903297531e-07,1.625145422956e+00,9.998671091806e-01,9.189778339792e-08
3.131970490091e-03,2.091383524192e-07,1.625145422584e+00,9.998664493468e-01,9.281263370422e-08
3.139736398989e-03,2.106979368328e-07,1.625145422209e+00,9.998657862253e-01,9.373661276325e-08
3.147521563924e-03,2.122691370456e-07,1.625145421830e+00,9.998651198203e-01,9.466977330362e-08
3.155326032644e-03,2.138520572683e-07,1.625145421447e+00,9.998644501043e-01,9.561222761274e-08
3.163149853012e-03,2.154467883982e-07,1.625145421060e+00,9.998637770587e-01,9.656407241991e-08
3.170993073012e-03,2.170533970662e-07,1.625145420670e+00,9.998631006804e-01,9.752537555224e-08
3.178855740747e-03,2.186720015436e-07,1.625145420275e+00,9.998624209342e-01,9.849626675355e-08
3.186737904440e-03,2.203026714442e-07,1.625145419877e+00,9.998617378159e-01,9.947681767925e-08
3.194639612430e-03,2.219454882599e-07,1.625145419475e+00,9.998610513140e-01,1.004671142220e-07
3.202560913180e-03,2.236005796842e-07,1.625145419068e+00,9.998603613884e-01,1.014672982343e-07
3.210501855270e-03,2.252679982593e-07,1.625145418658e+00,9.998596680467e-01,1.024774209921e-07
3.218462487404e-03,2.269478496089e-07,1.625145418243e+00,9.998589712631e-01,1.034975980008e-07
3.226442858403e-03,2.286402400950e-07,1.625145417825e+00,9.998582710123e-01,1.045279459892e-07
